CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
00a7235a,6870,13.2,148,4570,132,22.8,180,12.3,1188,1.0584,Near Saturation,70600,Weak,0.206,0.38,100,0.319,70,140,31.5,41.4,44.36,124.2,5864,169.78,132,0.53,0.306,0.8191,0.28,NA,NA,0,NA,26.8,15000,17600,0,19000,NA,14,8,33989.38741217675
23732f3d,11360,29,182,5800,248,41.3,220,0.7,795,1.091,Highly Undersaturated,3900,Medium,0.296,0.7,450,0.154,510,1290,30.9,34.9,398.72,56.77,64900,0,163,0.35,0.212,0.96,0.436,NA,2.03,3,NA,48,156000,9100,0,0,NA,16,0,31728.316764926785
6dfc40b8,6830,14.4,414,3650,174,26.9,130,4.7,787,1.055,Undersaturated,48500,NA,0.216,NA,360,0.276,230,640,23.4,23.4,149.89,84.64,14709,0,98,0.39,0.2641,0.7902,NA,NA,1.8,6,9,49.2,58000,22700,0,0,NA,9,0,53749.49390332913
f699f73f,8730,NA,112,4030,208,NA,270,1.5,1380,1.104,Undersaturated,47200,Strong,0.24,0.7,510,0.261,420,460,33.7,37.3,154.41,121.72,31070,0,201,0.47,0.22,0.65,0.3,NA,2.063,3,5,49.7,NA,17800,0,0,NA,9,0,57094.54215847654
bcf16dfc,5860,15.1,152,3670,157,30,180,3.9,865,1.06,Undersaturated,61400,Weak,0.224,0.83,140,0.289,NA,360,26.5,39.3,96.03,91.14,12809,188.05,133,0.48,0.276,NA,0.36,NA,2.34,NA,2,14.2,30000,42800,0,53200,NA,22,9,NA
fccde9e2,11600,16.9,200,5780,255,26.4,320,1.7,1999,1.13,Near Saturation,16800,Strong,0.254,0.66,890,NA,740,710,40.7,47.3,287.52,608.34,68075,0,237,0.51,NA,0.7294,0.3,NA,1.463,NA,NA,30.4,77000,92000,0,0,0,6,NA,85948.62207046535
a2aa2f43,7760,11.5,207,4760,150,25.8,70,NA,354,1.033,Highly Undersaturated,32600,Medium,0.288,0.57,250,0.233,240,370,36.5,41.9,133.45,972.58,6594,1083.27,49,0.51,0.273,NA,0.436,NA,NA,3,4,59.9,40000,NA,0,53700,NA,8,4,52299.49117820361
e2ac1ccb,11880,22.3,66,5950,242,17.5,330,3.4,2810,1.1358,Full Saturated,19100,Very Strong,0.258,0.44,790,NA,780,190,25.7,27,49.95,10.6,114479,0,2292,0.31,NA,0.9278,0.399,3.43,NA,2,3,34.8,16000,3800,0,0,200,6,1,NA
5b6bb437,3900,27.5,457,1990,137,35,340,1.3,1823,1.15,Undersaturated,97900,Weak,0.134,0.68,180,0.365,NA,840,43.3,48.7,364.96,1437.95,124670,1866.61,342,0.64,0.27,0.85,0.2815,NA,NA,4,NA,57.4,67000,96000,0,132900,0,16,9,31645.617700622824
986232ca,10900,10.4,105,5470,235,12.8,130,NA,NA,1.071,NA,62100,Strong,0.231,0.5,770,0.346,640,110,31,35.6,34.05,283.77,3304,153.76,97,0.54,0.27,0.9293,0.265,NA,2.195,3,NA,28.4,10000,40800,NA,20600,NA,5,1,86895.56493986514
aa8fc1e8,2060,9,201,1380,113,39,320,NA,1113,1.0952,Undersaturated,97800,Weak,0.141,0.61,140,0.363,90,140,41.7,NA,59.32,304.43,14147,371.7,238,NA,0.28,0.8034,0.235,NA,NA,1,2,44,17000,24800,0,37300,0,14,10,31658.93613864984
129b35a0,9570,14,78,4740,223,17.9,230,5.1,1960,1.0981,Near Saturation,52300,Medium,0.168,0.78,510,0.299,330,140,34.7,34.8,50.04,89.51,8491,0,170,0.5,0.263,0.922,0.401,NA,2.581,NA,4,41.9,14000,17400,0,0,0,6,0,71086.31467401283
d3440656,9090,36.3,140,5080,177,25.8,350,3.3,2131,1.12,Near Saturation,71400,Medium,0.241,0.61,140,0.309,140,640,25.9,33.1,166.26,113.33,524887,257.63,3157,0.44,0.26,0.7592,0.3527,NA,NA,1,NA,43.2,50000,13900,0,44300,NA,20,14,24651.551095818286
1cc18289,10300,25.3,236,5930,233,41.9,1550,0.2,5390,1.65,Near Saturation,54300,NA,0.174,0.88,290,0.234,260,950,44.8,47.9,424.8,4.18,7029938,0,16549,0.29,NA,0.704,0.325,NA,NA,5,8,53.1,77000,400,400,0,400,10,3,NA
3c8f9f6f,3540,11.3,192,2190,121,26.7,160,NA,819,1.05,Undersaturated,85800,Weak,0.181,0.6,140,0.355,100,170,38.1,46.3,66.56,243.13,7915,313.4,119,0.6,0.284,0.78,0.3129,NA,NA,NA,NA,39.2,20700,22700,0,30200,NA,10,6,47614.103403482004
00a5298f,9930,11.3,252,5460,199,37.5,190,1.2,804,1.07,Highly Undersaturated,14100,Medium,0.272,0.79,250,0.175,250,770,49.8,NA,381.15,864.31,54817,1228.09,144,NA,0.2517,0.864,0.3,NA,NA,3,5,39.6,78000,94300,0,99500,NA,12,5,42817.40442352602
0176753b,6380,36.8,341,5940,179,38.7,1550,0.4,5396,1.3905,Near Saturation,101300,Weak,0.118,0.72,110,0.349,80,930,37.3,46.9,346.5,178.81,4738038,659.85,13674,NA,NA,NA,0.42,NA,NA,2,NA,33.2,90000,45200,NA,NA,NA,32,24,NA
5433be5b,3140,22.8,86,1890,148,44.2,320,1,1026,1.1014,Highly Undersaturated,57100,Weak,0.158,0.58,90,0.254,70,200,40.5,51.3,79.81,154.79,19401,244.9,NA,NA,NA,NA,0.536,NA,NA,NA,NA,31.2,20000,22300,0,34400,0,28,21,16716.211627571363
b1302e84,4010,10.4,44,1940,177,26.5,200,5.6,1221,1.072,Undersaturated,90100,Medium,0.145,0.67,260,0.375,140,40,23.7,26,9.26,2.2,3219,0,347,0.48,0.27,NA,0.233,NA,2.3,1,1,50.7,4000,500,0,0,0,9,NA,48647.564541123575
b7e9d7ab,3130,19.2,314,1910,123,28.4,370,3.5,1844,1.1166,Near Saturation,107700,Weak,0.129,0.47,170,0.402,90,320,37.2,38.2,119.04,733.88,32765,869.55,275,0.63,0.2896,NA,0.2813,NA,NA,2,NA,49.3,23000,55400,0,NA,0,17,9,29185.06295652478
84d7783d,1030,21.7,356,800,102,37,150,2.7,482,1.04,Highly Undersaturated,115400,Weak,0.109,0.82,160,0.423,70,600,39.7,41.4,236.64,1645.14,26132,1904.72,110,NA,0.2901,0.9804,0.33,NA,NA,3,7,46.6,67000,128200,0,NA,NA,31,14,15789.576455737622
417046b3,1480,31.4,130,1050,105,12.9,30,1629.9,295,1.02,Undersaturated,115200,Medium,0.119,0.73,240,0.443,90,270,6.2,6.8,16.72,507.4,352,531.38,21,0.48,NA,0.957,0.322,NA,NA,1,NA,46.3,11200,58000,0,100600,NA,NA,13,18284.349214364818
e0a942e4,4270,4.7,416,6250,145,25.6,970,4.3,5697,1.159,Full Saturated,122700,None,0.107,0.57,50,0.44,NA,90,34.4,NA,30.83,134.92,29777,175.23,966,0.62,NA,0.68,0.4,NA,NA,1,NA,21.5,11000,26200,0,27300,0,9,NA,50344.50928973383
6ab9193c,6020,22.1,174,3390,184,18.5,170,21,1609,1.0655,Near Saturation,NA,Medium,0.154,0.61,220,0.383,120,330,23.9,25.9,77.92,635.12,10064,706.04,129,0.53,0.297,0.756,0.278,NA,NA,NA,NA,59.2,29600,34800,NA,38000,0,13,5,38903.24755450442
bab6893d,5240,13.5,284,3330,127,13.6,20,983.2,294,1.024,Highly Undersaturated,82000,Medium,0.237,0.72,440,0.398,290,480,4.8,NA,22.96,167.14,424,150.73,18,NA,NA,NA,0.15,NA,1.395,4,NA,7.5,29000,83000,0,80400,NA,9,3,NA
804629f7,1940,14.3,67,1480,112,22.9,60,33.3,329,1.024,Highly Undersaturated,93700,Weak,0.199,0.6,130,0.387,80,110,24.3,25.6,27.16,276.23,1169,305.09,43,0.54,0.31,NA,0.5323,NA,NA,NA,NA,44.8,10000,20200,0,32000,NA,39,25,12532.703410500499
16959c54,10050,6.5,174,6160,221,46.5,1810,0.2,5604,1.77,Undersaturated,23700,Medium,0.237,0.62,150,0.165,130,180,37.5,NA,67.42,0.44,1068651,0,15850,0.2,NA,NA,0.49,4.55,NA,2,NA,38.5,14000,100,100,0,100,7,NA,NA
270b2245,6750,15.7,90,5060,147,47.3,1450,0.3,NA,1.7049,Undersaturated,79000,Weak,0.191,0.65,40,0.252,40,220,44.4,66,97.92,5.08,998320,93.71,10195,NA,0.2483,NA,0.13,NA,1.364,NA,0,24.6,27000,1400,100,21100,100,40,42,12899.519101354672
ffc8005d,10520,16.7,306,5110,223,32.9,480,1,2413,1.179,Near Saturation,43700,Strong,0.236,0.58,490,0.247,410,750,43,45.6,324.48,360.04,148386,0,457,NA,0.22,NA,0.3185,NA,NA,NA,NA,47.3,92000,46500,NA,0,NA,NA,0,79105.29483774444
c27df913,10670,27.4,304,5360,228,20.1,NA,4.5,2061,1.1,Near Saturation,43900,Strong,0.222,0.86,550,0.272,400,1510,29.5,NA,445.99,521.89,81020,0,182,0.44,0.251,0.983,0.183,NA,NA,NA,NA,57.4,170000,112900,0,NA,NA,7,0,NA
bc1a3b9b,4350,38.4,87,2330,144,14.7,30,147.3,291,1.0279,Highly Undersaturated,63200,Strong,0.189,0.51,680,0.36,370,280,17.8,22.2,50.49,562.88,1105,585.97,22,0.47,0.3,0.8949,0.364,NA,NA,NA,3,50,NA,34700,NA,NA,0,10,4,51201.82990246627
5742f9bd,9140,7.2,455,4470,184,39.2,460,NA,1697,1.1665,Undersaturated,30700,Medium,0.246,0.51,330,0.202,270,520,39.3,NA,203.28,141.5,69889,0,344,0.46,0.216,0.8405,0.3474,NA,1.94,7,NA,36.3,39000,25400,0,0,0,6,NA,70021.19079586118
35de680d,8580,33.7,291,4980,174,28.4,420,2.2,2204,1.1379,Near Saturation,70400,Weak,0.214,0.58,100,0.301,80,1220,31.6,39.7,386.38,390.64,120695,821.23,312,0.52,NA,NA,0.209,NA,NA,1,2,19,132100,127500,0,152100,0,42,32,11048.08831979504
524eed0c,7720,5.3,147,4240,188,19.7,160,13.2,1346,1.06,Near Saturation,73300,Medium,0.224,0.55,260,0.339,190,90,26.9,29.7,23.7,29.07,2915,0,123,NA,NA,NA,0.22,NA,NA,1,3,41.1,9000,8600,0,0,0,6,0,81057.43421482039
e3961ccd,1830,28.8,164,4000,109,43.1,1090,0.8,3650,1.2133,Undersaturated,115700,None,0.108,0.78,10,0.384,NA,290,41.9,45.1,122.76,686.62,759326,839.53,NA,0.59,NA,NA,NA,3.38,NA,0,NA,49.2,28000,NA,NA,NA,100,271,396,NA
cc274e3a,1810,43.8,92,1080,114,34.4,80,2.9,239,1.0292,Highly Undersaturated,58500,Medium,0.17,0.67,270,0.295,170,400,11.9,12.9,47.56,0.66,5562,0,117,NA,0.27,0.92,NA,NA,NA,0,NA,57.2,48000,100,0,0,NA,177,0,2582.5247757121037
dfc80474,4280,3,224,3340,118,25.4,460,5.4,2473,1.13,Near Saturation,111900,Weak,0.153,0.77,70,0.407,50,70,31.7,37,22.05,128.56,7540,151.31,342,0.59,NA,0.8123,0.4187,NA,NA,NA,NA,49.6,7000,8800,NA,NA,0,6,3,82729.7509906377
57345d31,7270,15.6,258,3260,191,36,740,0.4,2548,1.2798,Undersaturated,NA,Medium,0.177,0.73,240,0.262,190,500,22.1,23.6,110.58,13.48,190877,0,1726,0.41,0.22,NA,0.2275,NA,NA,3,5,46.8,43000,4900,100,0,NA,10,NA,NA
d9c1f97a,7750,14,335,4180,179,45.1,700,0.5,2180,1.247,Undersaturated,33000,NA,0.227,0.45,120,0.191,110,500,52.3,62.7,259.69,199.79,136909,513.17,527,0.61,0.23,0.793,0.3801,NA,2.81,NA,NA,26.4,38000,53900,0,65600,0,17,11,26213.075361441588
739fbf44,4720,9.1,158,2510,156,23,160,6.3,NA,1.0565,Undersaturated,79000,Medium,0.192,0.76,240,0.345,160,180,20.7,22.1,37.29,17.88,5086,0,136,0.43,NA,NA,0.5,NA,2.09,NA,NA,57.8,15000,4100,0,0,0,9,0,55754.43668179214
237125e8,3330,26.2,193,2280,129,41.2,230,NA,679,1.07,Highly Undersaturated,39100,Weak,0.184,0.54,190,0.214,130,530,38.9,51.9,204.68,126.64,35470,348.85,NA,0.52,0.27,NA,0.3398,NA,NA,NA,NA,18,44000,53300,0,94200,NA,26,14,16212.399989827716
a5062a75,6380,26.2,192,3120,181,21.6,NA,9.3,1583,1.076,NA,87800,Medium,0.19,0.55,330,0.373,240,490,20.3,20.4,100.29,29.97,26905,0,268,NA,0.262,NA,NA,NA,NA,3,4,49.8,45000,5100,0,NA,NA,13,0,39612.605380942114
5fb6f6e7,10870,30.1,470,5460,237,NA,180,2.3,1131,1.082,Undersaturated,NA,NA,0.245,0.76,750,0.195,640,2700,26.7,28.7,721.82,1232.88,95044,0,132,0.39,NA,0.91,0.5032,NA,1.588,NA,NA,24.3,296100,315500,NA,0,0,6,0,NA
bc18314e,8800,26.9,227,3730,245,40.5,830,0.3,3389,1.4353,Undersaturated,47700,Medium,0.159,0.66,200,0.225,160,580,30,40.2,173.18,0,993963,0,5739,NA,0.2131,NA,NA,NA,2.42,NA,NA,21.9,56000,0,200,NA,NA,8,2,52657.417587751115
7a1da302,4480,18.7,220,2880,137,23.3,90,12.8,NA,1.037,Undersaturated,63100,Weak,0.191,0.69,210,0.316,130,440,34.4,37.4,153.06,1092.33,10515,1245.81,69,0.55,NA,0.8607,0.3356,NA,NA,2,NA,54.1,37000,67400,0,NA,0,18,7,26907.885689515388
660da65d,11670,34.2,194,5890,247,39.9,300,0.6,1175,1.12,Undersaturated,3900,Strong,0.295,0.82,610,0.154,560,1820,34.5,39.1,627.69,166.97,142919,0,228,0.37,NA,0.682,0.41,NA,NA,NA,11,49.5,225100,NA,100,0,0,11,0,42698.974917281885
060b91fc,9910,18.2,151,8040,229,45.5,2820,0.2,7329,1.8654,Near Saturation,49100,Weak,0.222,NA,100,0.19,100,310,45.7,63.4,143.84,1.16,1730359,100.81,12030,0.3,NA,NA,0.27,NA,NA,NA,1,19.8,34000,600,300,31600,NA,18,17,NA
50985807,6720,7.8,290,3750,161,11.4,20,533.5,155,1.03,Highly Undersaturated,74800,Very Strong,0.261,0.59,1060,0.4,660,310,18.3,19.7,57.55,911.56,651,498.6,11,0.51,0.31,0.96,NA,NA,NA,12,NA,31.6,26000,134200,0,58900,NA,4,1,NA
d9b55723,1500,20.2,219,1050,102,20.4,100,32,945,1.042,Undersaturated,120700,Medium,0.128,0.65,100,0.442,60,240,17.1,NA,40.37,271.13,4088,319.82,NA,0.54,0.2993,0.77,0.464,NA,NA,1,NA,19.8,23000,55300,0,94600,0,35,35,12484.336033597023
7a690d5b,1780,9.9,110,1130,108,13.9,80,341,893,1.03,Near Saturation,120700,Medium,0.141,0.64,160,0.445,80,80,12,14.3,9.52,101.13,573,113.21,60,NA,0.316,0.86,0.376,NA,NA,1,NA,28.1,5000,NA,0,18600,0,12,NA,39098.37540692242
5cc7b101,9990,11.1,96,4570,228,40.9,210,0.6,777,1.0896,Highly Undersaturated,8500,Very Strong,0.272,0.82,1040,0.166,NA,220,46.6,63.4,104.52,73.02,16415,0,157,0.55,NA,0.8264,0.2663,NA,NA,6,NA,14.2,26000,76100,0,NA,0,5,0,89994.91881783586
52e9a871,3670,9.9,369,3230,108,18.9,50,133.9,NA,1.02,Undersaturated,78800,Weak,0.235,0.67,200,0.356,120,410,22.4,25.6,91.42,552.25,3442,641.52,38,0.5,0.33,NA,0.26,NA,NA,NA,4,30.8,31000,62400,0,66400,0,8,5,57632.38632306529
3cc186a0,7520,15.6,174,3490,197,26.8,230,NA,1280,1.09,Undersaturated,NA,Strong,0.194,0.58,440,0.286,340,290,30.3,35.3,88.47,64.34,15470,0,175,0.49,0.24,NA,0.39,NA,NA,3,NA,21.7,28000,15700,0,0,NA,8,0,NA
98ffc021,1470,22.1,405,1120,108,31.5,120,4.5,NA,1.036,Highly Undersaturated,93900,Weak,0.138,0.73,160,0.37,90,720,18.3,35,132.01,69.05,11868,212.72,90,NA,0.31,0.85,0.33,NA,NA,4,4,7.2,70000,NA,0,236000,0,29,22,16583.729043039933
5abae256,3650,14.8,207,1850,155,18.1,50,51.6,405,1.032,Undersaturated,67400,Strong,0.146,0.83,620,0.361,NA,350,7.8,22.9,27.37,13.31,953,24.95,35,0.41,0.3001,0.9827,0.308,NA,NA,8,NA,6.2,32000,38700,0,47400,0,6,2,82013.63074857218
314d3312,4140,34.4,263,2840,118,36.2,760,0.8,2476,1.252,Undersaturated,98600,Weak,0.161,0.73,90,0.348,60,1090,13.1,50.1,142.92,0.04,318901,61.59,2231,0.37,NA,NA,0.416,NA,NA,1,NA,7.9,87500,200,100,147900,23100,41,45,12333.67162133232
0f2ec8c7,9490,18.3,107,3950,252,17.7,100,6.7,929,1.06,Undersaturated,27900,Very Strong,0.189,0.73,2290,0.258,1320,240,34.4,35.5,83.52,536.57,6036,0,72,0.5,NA,NA,0.53,NA,NA,12,20,27.5,27000,104500,0,0,0,4,0,117143.4428250388
56e50b50,4830,10.5,141,2320,192,25.1,60,NA,344,1.04,Highly Undersaturated,34600,Strong,0.175,0.82,680,0.263,380,190,30.3,33,58.9,105.99,2668,0,45,0.47,NA,0.6958,0.3645,NA,NA,5,8,33.9,24000,21300,0,0,0,5,0,NA
04df2e22,11250,8.6,200,5810,243,26.2,160,2.5,996,1.0741,Undersaturated,12800,Medium,0.279,0.77,480,0.181,NA,370,38.9,40.4,142.33,209.38,16900,0,119,0.44,NA,0.791,0.35,NA,3.11,NA,11,53.4,28000,54800,0,0,0,5,NA,101175.9761103394
314f39c7,5980,NA,125,2960,178,29.8,350,1.6,NA,1.125,Undersaturated,73200,Medium,0.158,0.73,210,0.318,150,440,15.6,16.3,69.15,6.45,55987,0,810,0.36,0.2554,0.7067,0.4541,NA,1.484,1,2,53.3,36700,1200,0,0,0,16,0,NA
26da7424,1680,21.1,418,2800,NA,33.8,500,3,2558,1.08,Undersaturated,121900,Weak,0.108,0.66,70,0.437,30,430,4.2,43,17.72,0,332910,2.77,18791,0.39,0.287,0.92,0.339,NA,NA,2,NA,14.6,52000,0,100,184500,NA,30,NA,16113.009098927141
b34231f7,10500,15.8,108,5370,188,15,20,26.4,197,1.036,Highly Undersaturated,11400,Very Strong,0.297,0.35,1830,0.203,1650,180,35,40.2,62.17,505.63,1090,265.14,18,0.48,0.2492,NA,0.326,NA,NA,5,8,29.2,18000,81900,NA,39100,0,4,1,112845.89071792143
bdc9672f,5540,29.7,197,4770,146,36.5,1170,0.5,NA,1.45,Near Saturation,106100,Weak,0.137,0.68,50,0.358,40,380,41.1,48.6,157.99,59.77,1625662,262.35,10290,0.57,0.2712,0.64,0.281,NA,NA,1,NA,38.2,34000,19000,100,68700,23000,39,41,10914.183932672648
83aa9cfa,9920,8.6,126,4410,241,26.5,270,1.9,1714,1.113,Near Saturation,39300,Very Strong,0.205,0.6,980,0.258,680,160,44.3,48,70.87,424.45,14178,0,NA,0.57,NA,0.7962,0.47,NA,NA,6,NA,55.2,17000,47000,NA,0,NA,4,0,122034.33936241345
b3403b22,10650,21.5,176,5450,230,18.8,100,12,1095,1.06,Near Saturation,32400,Strong,0.264,0.81,750,0.255,570,720,38.6,NA,278.18,1347.99,21583,1281.43,78,NA,0.257,0.7105,0.3,NA,2.494,NA,14,37.8,64000,131100,0,115200,0,6,2,76948.65258373611
5531031e,4860,18.4,94,2820,151,26,100,6.9,498,1.04,Undersaturated,53800,Medium,0.203,0.7,280,0.292,190,230,17.1,19.6,38.74,3.04,2697,0,70,0.36,0.279,NA,0.4266,NA,2.498,1,NA,47.5,18000,500,0,0,0,13,0,35055.67303535869
0a56722f,8250,7.3,256,4190,181,19.4,110,11.5,NA,1.0538,Undersaturated,56100,Strong,0.253,0.66,520,0.305,410,250,38.2,38.4,96.11,323.88,8245,0,86,NA,NA,0.975,0.42,2.645,NA,5,10,54.8,28000,47500,0,0,0,5,0,NA
250e7c6a,4390,43.3,165,1690,173,38.4,330,0.6,1532,1.167,Undersaturated,NA,Strong,0.138,0.72,260,0.292,160,570,17.2,19.1,98.53,0.45,130581,0,1325,0.35,0.2268,NA,0.31,NA,2.212,NA,NA,44.8,40600,200,100,0,NA,31,0,14567.518388890217
2df879e5,2510,17.6,173,1800,127,41.1,170,1.5,494,1.052,Highly Undersaturated,41400,Weak,0.172,0.8,180,0.224,130,410,3.9,56.4,15.93,0.08,2066,19.43,130,0.26,0.28,0.91,0.2939,NA,NA,NA,3,5.3,30000,500,0,83800,0,16,10,30001.073122302478
1492c8ae,8470,5.9,128,3900,220,19.3,70,10.9,646,1.05,Undersaturated,33700,NA,0.219,0.55,1280,0.27,NA,100,39.2,38.8,38.08,491.6,2005,0,53,NA,0.254,0.836,NA,NA,2.681,8,NA,55.2,11000,78800,0,0,0,4,0,109986.20392227313
d73c0b2e,3640,18,354,1840,143,33.3,170,2.4,712,1.0588,Undersaturated,64700,Medium,0.162,0.47,280,0.306,150,470,17.9,19,84.8,0.64,19693,0,232,NA,0.2616,0.694,0.296,NA,NA,4,5,53,37000,100,0,NA,0,11,NA,39349.52395661914
0c292bad,4000,20.6,143,1870,152,35.7,340,NA,1691,1.1594,Undersaturated,85500,Weak,0.124,0.56,120,0.333,70,200,37.3,45.1,74.61,165.61,25397,254.9,340,0.58,NA,0.91,0.42,NA,NA,NA,NA,33.4,17800,20700,NA,27800,0,15,12,NA
a5d7cb84,5360,33.6,139,3460,138,17.4,310,16.3,2416,1.095,Near Saturation,108400,Weak,0.152,0.72,180,0.411,100,430,1.8,1.9,7.63,0.01,1748,0.87,229,0.31,0.306,NA,0.29,NA,NA,1,NA,25.4,30600,100,0,56300,28900,18,13,23408.910075284075
b9608ba6,11140,9.4,297,NA,241,19.9,220,4.3,1942,1.1,Near Saturation,34100,Very Strong,0.238,0.47,1200,0.254,NA,300,17.2,45,51.67,11.95,8589,0,166,0.38,NA,0.9446,NA,NA,NA,14,20,6.3,36000,35900,0,0,0,4,0,NA
1e153d57,4130,24.6,174,NA,135,36.7,NA,0.8,4570,1.22,Near Saturation,114800,Weak,0.111,0.67,90,0.402,50,260,40.8,42.1,105.15,300.38,1892600,433.13,17999,0.59,0.26,0.701,0.2206,NA,NA,1,NA,49.3,29000,24500,100,65200,4800,25,24,17654.54802809679
781af7f8,9220,17.3,218,5220,176,17.3,NA,27.2,1169,1.0526,Near Saturation,62200,Medium,0.268,0.84,230,0.314,210,800,23.8,36.8,189.02,243.47,17652,394.42,93,0.47,0.282,NA,NA,NA,NA,2,NA,13.2,94000,85700,0,99700,0,15,4,28842.735812400933
c6d4159a,9210,14.9,50,7470,213,43.8,2500,0.2,6802,1.6855,Near Saturation,48300,Weak,0.233,0.74,180,0.19,NA,150,45.5,58.1,67.07,1.81,1530787,69.48,22823,0.33,0.19,0.91,0.2267,NA,2.303,1,NA,40.7,14000,500,100,NA,NA,10,11,48015.18456219463
8a5c2ee5,8380,22.2,87,4400,196,28.1,160,3,950,1.068,Undersaturated,39100,Medium,0.233,0.56,380,0.249,290,240,21.1,23,50.55,20.83,6217,0,123,0.37,NA,NA,0.39,NA,1.855,1,2,28.1,23000,5500,0,0,0,8,0,62437.66981541994
b2936796,2260,23.7,163,1180,122,31.1,120,3.1,479,1.04,Highly Undersaturated,76300,Medium,0.163,0.8,270,0.336,180,450,12.7,14.8,56.93,0.52,5014,0,88,NA,NA,0.6635,0.14,NA,NA,NA,NA,20.1,29800,NA,0,0,0,20,0,25248.610767291393
f966b82e,6910,29.3,110,3820,196,40.3,750,0.4,NA,1.272,Undersaturated,44900,Weak,0.149,0.68,100,0.222,70,400,56.9,59.2,230.49,693.41,130318,983.91,565,NA,NA,0.975,0.2003,NA,NA,1,1,57.2,43200,47000,0,51100,NA,34,20,14963.950054580346
11399962,7480,15.5,299,3800,198,42,510,0.5,1642,1.18,Undersaturated,27700,Medium,0.231,0.67,170,0.188,170,770,21.9,NA,167.78,8.32,108491,0,647,NA,NA,0.8462,0.408,NA,NA,3,NA,58.8,70000,900,NA,0,0,13,0,34304.422177365406
b6e9603b,3770,14.1,471,2460,125,40.2,450,1.1,1502,1.14,Undersaturated,80600,Weak,0.18,0.51,130,0.304,100,560,30,42,167.11,52.57,56243,246.19,337,0.51,0.2643,0.8861,NA,NA,NA,1,NA,15.2,NA,43800,0,NA,0,24,11,17410.43712282044
7abae67f,4450,23,249,2770,135,11.8,60,792.6,841,1.031,Near Saturation,116000,Medium,0.157,0.8,230,0.443,110,480,11.3,11.5,54.26,1165.2,2527,1207.49,47,0.5,0.3303,0.69,0.312,NA,NA,NA,7,55.2,19600,64200,0,74400,0,11,4,NA
e88ea69a,8750,6.4,90,3630,238,15,30,23.9,372,1.04,Undersaturated,33900,Very Strong,0.265,0.55,3090,0.293,2380,70,37.8,39,27.4,532.89,695,282.55,25,0.56,0.24,0.778,0.4851,NA,NA,NA,NA,52.7,9000,91100,NA,50300,0,4,1,NA
4dfc4491,9480,8.5,319,4810,222,31.4,980,0.5,3865,1.372,Near Saturation,68000,Medium,0.167,0.38,160,0.287,120,180,26.1,31.6,47.44,0.09,608341,0,12825,NA,0.24,0.7541,0.292,NA,NA,NA,NA,44.5,21000,0,0,0,NA,7,2,NA
2e2c71ab,10080,9.1,87,5030,243,16.5,180,10.6,1984,1.083,Near Saturation,63200,Medium,0.222,0.71,590,0.33,390,100,25.3,38.3,25.26,60.98,3453,38.06,137,0.5,0.26,0.81,0.2165,NA,NA,2,4,11.2,NA,26400,0,13100,NA,5,1,85726.25762022799
3c66c3dd,10520,21.3,153,5160,238,32.5,110,1.3,471,1.059,Highly Undersaturated,NA,Very Strong,0.281,0.5,1270,0.166,1100,480,42.6,46,204.73,569.6,16303,0,80,0.51,NA,NA,0.2747,4.299,NA,NA,12,29.4,52000,101800,0,0,NA,5,0,89976.40377049916
0882cdf1,4450,18.4,370,2090,165,16.6,10,72.6,44,1.025,Very Highly Undersaturated,22000,Very Strong,0.259,0.81,2240,0.262,1400,1250,28.2,28.9,352.5,3898.79,2564,3305.19,7,0.47,0.277,0.92,NA,NA,NA,NA,NA,53.6,95000,315400,0,197900,0,5,1,86587.11864848156
c4d14bb5,3670,8.3,215,2440,126,31.3,110,5.3,517,1.04,Highly Undersaturated,62600,Weak,0.18,0.64,150,0.302,100,190,25.5,NA,49.27,47.45,4234,95.9,86,0.48,0.2931,NA,NA,NA,NA,2,NA,11.8,19000,21800,NA,28300,0,9,5,56061.74109003623
5956575b,7930,26.6,311,3060,227,33.2,240,1,1091,1.0991,Undersaturated,38400,Very Strong,0.231,0.65,880,0.242,750,1220,25.1,42.4,306.42,81.74,55430,0,NA,0.43,0.209,0.87,0.4006,NA,1.73,15,16,8.9,127000,76500,0,0,NA,8,0,63884.42463528772
eec9425b,3340,30.9,106,1860,128,38,NA,1.7,537,1.0522,Highly Undersaturated,55400,Medium,0.205,0.39,190,0.267,160,230,10,14.1,23.28,0,2734,0,117,NA,0.25,0.6572,0.3537,NA,2.861,1,NA,28.6,18500,0,0,NA,0,26,0,17167.427594336245
5a1da72b,5950,17,317,2680,195,20.8,190,7.2,1573,1.0815,Near Saturation,80600,Strong,0.138,0.86,440,0.366,220,460,23,NA,105.36,194.93,31573,0,300,0.46,NA,0.88,0.176,NA,1.686,9,NA,58.1,36000,34500,NA,0,0,6,0,69416.14093288081
